table_index,table_name,column_index,column_name
28,dwd_argothek_playermatchdetail_hi,476,statsabilitycastsultimatecasts
28,dwd_argothek_playermatchdetail_hi,477,clientplatformdetailsplatformtype
28,dwd_argothek_playermatchdetail_hi,478,newexprv2missions
28,dwd_argothek_playermatchdetail_hi,479,newexprv2settingstatusissensitivitydefault
28,dwd_argothek_playermatchdetail_hi,480,newexprv2settingstatusiscrosshairdefault
29,dwd_argothek_playermatchstats_hi,481,tdbank_imp_date
29,dwd_argothek_playermatchstats_hi,482,dteventtime
29,dwd_argothek_playermatchstats_hi,483,ieventid
29,dwd_argothek_playermatchstats_hi,484,matchid
29,dwd_argothek_playermatchstats_hi,485,vroleid
29,dwd_argothek_playermatchstats_hi,486,wonmatch
29,dwd_argothek_playermatchstats_hi,487,mapid
29,dwd_argothek_playermatchstats_hi,488,seasonid
29,dwd_argothek_playermatchstats_hi,489,queueid
29,dwd_argothek_playermatchstats_hi,490,gamestartmillis
29,dwd_argothek_playermatchstats_hi,491,gamelengthmillis
29,dwd_argothek_playermatchstats_hi,492,teamid
29,dwd_argothek_playermatchstats_hi,493,partyid
29,dwd_argothek_playermatchstats_hi,494,ismatchmvp
29,dwd_argothek_playermatchstats_hi,495,isteammvp
29,dwd_argothek_playermatchstats_hi,496,totalscore
29,dwd_argothek_playermatchstats_hi,497,istopdamage
29,dwd_argothek_playermatchstats_hi,498,istopplant
29,dwd_argothek_playermatchstats_hi,499,istopdefuse
29,dwd_argothek_playermatchstats_hi,500,istopkill
29,dwd_argothek_playermatchstats_hi,501,istopassist
29,dwd_argothek_playermatchstats_hi,502,totalspent
29,dwd_argothek_playermatchstats_hi,503,economyscore
29,dwd_argothek_playermatchstats_hi,504,killscount
29,dwd_argothek_playermatchstats_hi,505,deathscount
29,dwd_argothek_playermatchstats_hi,506,assistscount
29,dwd_argothek_playermatchstats_hi,507,clutchcount
29,dwd_argothek_playermatchstats_hi,508,acecount
29,dwd_argothek_playermatchstats_hi,509,teamacecount
29,dwd_argothek_playermatchstats_hi,510,thriftycount
29,dwd_argothek_playermatchstats_hi,511,flawlesscount
29,dwd_argothek_playermatchstats_hi,512,triplekillcount
29,dwd_argothek_playermatchstats_hi,513,quadrakillcount
29,dwd_argothek_playermatchstats_hi,514,pentakillcount
29,dwd_argothek_playermatchstats_hi,515,sixkillcount
29,dwd_argothek_playermatchstats_hi,516,plantcount
29,dwd_argothek_playermatchstats_hi,517,defusecount
29,dwd_argothek_playermatchstats_hi,518,firstkillcount
29,dwd_argothek_playermatchstats_hi,519,completionstate
29,dwd_argothek_playermatchstats_hi,520,roundsplayed
29,dwd_argothek_playermatchstats_hi,521,roundswon
29,dwd_argothek_playermatchstats_hi,522,characterid
29,dwd_argothek_playermatchstats_hi,523,totaldamage
29,dwd_argothek_playermatchstats_hi,524,competitivetier
29,dwd_argothek_playermatchstats_hi,525,isplayercompleted
29,dwd_argothek_playermatchstats_hi,526,ismatchcompleted
29,dwd_argothek_playermatchstats_hi,527,totalheadshots
29,dwd_argothek_playermatchstats_hi,528,totalbodyshots
29,dwd_argothek_playermatchstats_hi,529,totallegshots
29,dwd_argothek_playermatchstats_hi,530,abilitydefaultcasts
29,dwd_argothek_playermatchstats_hi,531,ability1casts
29,dwd_argothek_playermatchstats_hi,532,ability2casts
29,dwd_argothek_playermatchstats_hi,533,ultimatecasts
29,dwd_argothek_playermatchstats_hi,534,provisioningflowid
30,dwd_jordass_activity_rewardrecord_hi,535,tdbank_imp_date
30,dwd_jordass_activity_rewardrecord_hi,536,gamesvrid
30,dwd_jordass_activity_rewardrecord_hi,537,dteventtime
30,dwd_jordass_activity_rewardrecord_hi,538,vgameappid
30,dwd_jordass_activity_rewardrecord_hi,539,platid
30,dwd_jordass_activity_rewardrecord_hi,540,izoneareaid
30,dwd_jordass_activity_rewardrecord_hi,541,vplayerid
30,dwd_jordass_activity_rewardrecord_hi,542,uid
30,dwd_jordass_activity_rewardrecord_hi,543,actid
30,dwd_jordass_activity_rewardrecord_hi,544,acttype
30,dwd_jordass_activity_rewardrecord_hi,545,awardidx
30,dwd_jordass_activity_rewardrecord_hi,546,awardcnt
30,dwd_jordass_activity_rewardrecord_hi,547,value
30,dwd_jordass_activity_rewardrecord_hi,548,reissueflag
30,dwd_jordass_activity_rewardrecord_hi,549,cond1
30,dwd_jordass_activity_rewardrecord_hi,550,cond2
30,dwd_jordass_activity_rewardrecord_hi,551,cond3
30,dwd_jordass_activity_rewardrecord_hi,552,device_type
31,dwd_jordass_activitypersonaldata_hi,553,tdbank_imp_date
31,dwd_jordass_activitypersonaldata_hi,554,dteventtime
31,dwd_jordass_activitypersonaldata_hi,555,gameappid
31,dwd_jordass_activitypersonaldata_hi,556,platid
31,dwd_jordass_activitypersonaldata_hi,557,playerid
31,dwd_jordass_activitypersonaldata_hi,558,uid
31,dwd_jordass_activitypersonaldata_hi,559,battleid
31,dwd_jordass_activitypersonaldata_hi,560,mode
31,dwd_jordass_activitypersonaldata_hi,561,submode
31,dwd_jordass_activitypersonaldata_hi,562,map
31,dwd_jordass_activitypersonaldata_hi,563,eventid
31,dwd_jordass_activitypersonaldata_hi,564,value1
31,dwd_jordass_activitypersonaldata_hi,565,value2
32,dwd_jordass_activitypress_hi,566,tdbank_imp_date
32,dwd_jordass_activitypress_hi,567,dteventtime
32,dwd_jordass_activitypress_hi,568,vgameappid
32,dwd_jordass_activitypress_hi,569,platid
32,dwd_jordass_activitypress_hi,570,izoneareaid
32,dwd_jordass_activitypress_hi,571,vplayerid
32,dwd_jordass_activitypress_hi,572,uid
32,dwd_jordass_activitypress_hi,573,buttontype
32,dwd_jordass_activitypress_hi,574,ireason
32,dwd_jordass_activitypress_hi,575,extarg1
32,dwd_jordass_activitypress_hi,576,extarg2
32,dwd_jordass_activitypress_hi,577,extarg3
32,dwd_jordass_activitypress_hi,578,devicetype
33,dwd_jordass_activityrecord_hi,579,tdbank_imp_date
33,dwd_jordass_activityrecord_hi,580,dteventtime
33,dwd_jordass_activityrecord_hi,581,vgameappid
33,dwd_jordass_activityrecord_hi,582,platid
33,dwd_jordass_activityrecord_hi,583,izoneareaid
33,dwd_jordass_activityrecord_hi,584,vplayerid
33,dwd_jordass_activityrecord_hi,585,uid
33,dwd_jordass_activityrecord_hi,586,actid
33,dwd_jordass_activityrecord_hi,587,acttype
33,dwd_jordass_activityrecord_hi,588,recodtype
33,dwd_jordass_activityrecord_hi,589,arg1
33,dwd_jordass_activityrecord_hi,590,arg2
33,dwd_jordass_activityrecord_hi,591,arg3
33,dwd_jordass_activityrecord_hi,592,strarg1
33,dwd_jordass_activityrecord_hi,593,strarg2
33,dwd_jordass_activityrecord_hi,594,strarg3
33,dwd_jordass_activityrecord_hi,595,device_type
34,dwd_jordass_alliancebootcamprecord_hi,596,tdbank_imp_date
34,dwd_jordass_alliancebootcamprecord_hi,597,corpssvrid
34,dwd_jordass_alliancebootcamprecord_hi,598,dteventtime
34,dwd_jordass_alliancebootcamprecord_hi,599,vgameappid
34,dwd_jordass_alliancebootcamprecord_hi,600,izoneareaid
34,dwd_jordass_alliancebootcamprecord_hi,601,corpsid
34,dwd_jordass_alliancebootcamprecord_hi,602,memberuid
34,dwd_jordass_alliancebootcamprecord_hi,603,trainid
34,dwd_jordass_alliancebootcamprecord_hi,604,taskid
35,dwd_jordass_allianceshopbuy_hi,605,tdbank_imp_date
35,dwd_jordass_allianceshopbuy_hi,606,dteventtime
35,dwd_jordass_allianceshopbuy_hi,607,vgameappid
35,dwd_jordass_allianceshopbuy_hi,608,platid
35,dwd_jordass_allianceshopbuy_hi,609,izoneareaid
35,dwd_jordass_allianceshopbuy_hi,610,vplayerid
35,dwd_jordass_allianceshopbuy_hi,611,uid
35,dwd_jordass_allianceshopbuy_hi,612,addresresult
35,dwd_jordass_allianceshopbuy_hi,613,itemclass
35,dwd_jordass_allianceshopbuy_hi,614,itemid
35,dwd_jordass_allianceshopbuy_hi,615,itemnum
35,dwd_jordass_allianceshopbuy_hi,616,corpslevel
35,dwd_jordass_allianceshopbuy_hi,617,corpsid
35,dwd_jordass_allianceshopbuy_hi,618,consumeallmoney
35,dwd_jordass_allianceshopbuy_hi,619,buyitemlist
36,dwd_jordass_buttonpress_pre_di,620,dtstatdate
36,dwd_jordass_buttonpress_pre_di,621,dteventtime
36,dwd_jordass_buttonpress_pre_di,622,vgameappid
36,dwd_jordass_buttonpress_pre_di,623,platid
36,dwd_jordass_buttonpress_pre_di,624,izoneareaid
36,dwd_jordass_buttonpress_pre_di,625,vplayerid
36,dwd_jordass_buttonpress_pre_di,626,uid
36,dwd_jordass_buttonpress_pre_di,627,buttontype
36,dwd_jordass_buttonpress_pre_di,628,param1
36,dwd_jordass_buttonpress_pre_di,629,param2
36,dwd_jordass_buttonpress_pre_di,630,param3
36,dwd_jordass_buttonpress_pre_di,631,param4
36,dwd_jordass_buttonpress_pre_di,632,param5
36,dwd_jordass_buttonpress_pre_di,633,param6
36,dwd_jordass_buttonpress_pre_di,634,unixtime
36,dwd_jordass_buttonpress_pre_di,635,ugcmarea
37,dwd_jordass_currencylog_hi,636,tdbank_imp_date
37,dwd_jordass_currencylog_hi,637,dteventtime
37,dwd_jordass_currencylog_hi,638,vgameappid
37,dwd_jordass_currencylog_hi,639,platid
37,dwd_jordass_currencylog_hi,640,izoneareaid
37,dwd_jordass_currencylog_hi,641,vplayerid
37,dwd_jordass_currencylog_hi,642,uid
37,dwd_jordass_currencylog_hi,643,sequence
37,dwd_jordass_currencylog_hi,644,level
37,dwd_jordass_currencylog_hi,645,allianceforcetermoney
37,dwd_jordass_currencylog_hi,646,imoney
37,dwd_jordass_currencylog_hi,647,reason
37,dwd_jordass_currencylog_hi,648,subreason
37,dwd_jordass_currencylog_hi,649,addorreduce
37,dwd_jordass_currencylog_hi,650,imoneytype
37,dwd_jordass_currencylog_hi,651,device_type
38,dwd_jordass_directpaycommflow_hi,652,tdbank_imp_date
38,dwd_jordass_directpaycommflow_hi,653,dteventtime
38,dwd_jordass_directpaycommflow_hi,654,vgameappid
38,dwd_jordass_directpaycommflow_hi,655,platid
38,dwd_jordass_directpaycommflow_hi,656,izoneareaid
38,dwd_jordass_directpaycommflow_hi,657,vplayerid
38,dwd_jordass_directpaycommflow_hi,658,uid
38,dwd_jordass_directpaycommflow_hi,659,orderid
38,dwd_jordass_directpaycommflow_hi,660,productid
38,dwd_jordass_directpaycommflow_hi,661,goodsnum
38,dwd_jordass_directpaycommflow_hi,662,money
38,dwd_jordass_directpaycommflow_hi,663,op
38,dwd_jordass_directpaycommflow_hi,664,opres
38,dwd_jordass_directpaycommflow_hi,665,midasbillno
39,dwd_jordass_friendlist_hi,666,tdbank_imp_date
39,dwd_jordass_friendlist_hi,667,gamesvrid
39,dwd_jordass_friendlist_hi,668,dteventtime
39,dwd_jordass_friendlist_hi,669,vgameappid
39,dwd_jordass_friendlist_hi,670,platid
39,dwd_jordass_friendlist_hi,671,izoneareaid
39,dwd_jordass_friendlist_hi,672,vplayerid
39,dwd_jordass_friendlist_hi,673,uid
39,dwd_jordass_friendlist_hi,674,type
39,dwd_jordass_friendlist_hi,675,num
39,dwd_jordass_friendlist_hi,676,list
39,dwd_jordass_friendlist_hi,677,seg
40,dwd_jordass_gameresultrecord_hi,678,tdbank_imp_date
40,dwd_jordass_gameresultrecord_hi,679,dteventtime
40,dwd_jordass_gameresultrecord_hi,680,vgameappid
40,dwd_jordass_gameresultrecord_hi,681,platid
40,dwd_jordass_gameresultrecord_hi,682,izoneareaid
40,dwd_jordass_gameresultrecord_hi,683,vplayerid
40,dwd_jordass_gameresultrecord_hi,684,uid
40,dwd_jordass_gameresultrecord_hi,685,battleid
40,dwd_jordass_gameresultrecord_hi,686,ugcmodeid
40,dwd_jordass_gameresultrecord_hi,687,ugcmodename
40,dwd_jordass_gameresultrecord_hi,688,roundtime
40,dwd_jordass_gameresultrecord_hi,689,startime
40,dwd_jordass_gameresultrecord_hi,690,endtime
40,dwd_jordass_gameresultrecord_hi,691,playernumber
40,dwd_jordass_gameresultrecord_hi,692,teammemberlist
40,dwd_jordass_gameresultrecord_hi,693,friendcount
40,dwd_jordass_gameresultrecord_hi,694,isvip
40,dwd_jordass_gameresultrecord_hi,695,ugcisgray
40,dwd_jordass_gameresultrecord_hi,696,kills
40,dwd_jordass_gameresultrecord_hi,697,damageamount
40,dwd_jordass_gameresultrecord_hi,698,move
40,dwd_jordass_gameresultrecord_hi,699,reachedarchives
40,dwd_jordass_gameresultrecord_hi,700,devicetype
41,dwd_jordass_gearlog_hi,701,tdbank_imp_date
41,dwd_jordass_gearlog_hi,702,dteventtime
41,dwd_jordass_gearlog_hi,703,vgameappid
41,dwd_jordass_gearlog_hi,704,platid
41,dwd_jordass_gearlog_hi,705,izoneareaid
41,dwd_jordass_gearlog_hi,706,vplayerid
41,dwd_jordass_gearlog_hi,707,uid
41,dwd_jordass_gearlog_hi,708,igoodsinstid
41,dwd_jordass_gearlog_hi,709,level
41,dwd_jordass_gearlog_hi,710,sequence
41,dwd_jordass_gearlog_hi,711,igoodstype
41,dwd_jordass_gearlog_hi,712,igoodsid
41,dwd_jordass_gearlog_hi,713,count
41,dwd_jordass_gearlog_hi,714,allianceforcetercount
41,dwd_jordass_gearlog_hi,715,reason
41,dwd_jordass_gearlog_hi,716,subreason
41,dwd_jordass_gearlog_hi,717,imoney
41,dwd_jordass_gearlog_hi,718,imoneytype
41,dwd_jordass_gearlog_hi,719,addorreduce
41,dwd_jordass_gearlog_hi,720,validhours
41,dwd_jordass_gearlog_hi,721,expiretime
41,dwd_jordass_gearlog_hi,722,subtype
41,dwd_jordass_gearlog_hi,723,device_type
42,dwd_jordass_lotterylog_twostage_hi,724,tdbank_imp_date
42,dwd_jordass_lotterylog_twostage_hi,725,dteventtime
42,dwd_jordass_lotterylog_twostage_hi,726,vgameappid
42,dwd_jordass_lotterylog_twostage_hi,727,platid
42,dwd_jordass_lotterylog_twostage_hi,728,izoneareaid
42,dwd_jordass_lotterylog_twostage_hi,729,vplayerid
42,dwd_jordass_lotterylog_twostage_hi,730,uid
42,dwd_jordass_lotterylog_twostage_hi,731,awardidx
42,dwd_jordass_lotterylog_twostage_hi,732,advancedawardidx
42,dwd_jordass_lotterylog_twostage_hi,733,costnum
42,dwd_jordass_lotterylog_twostage_hi,734,round
42,dwd_jordass_lotterylog_twostage_hi,735,moneyleft
42,dwd_jordass_lotterylog_twostage_hi,736,level
42,dwd_jordass_lotterylog_twostage_hi,737,levelround
42,dwd_jordass_lotterylog_twostage_hi,738,superflag
42,dwd_jordass_lotterylog_twostage_hi,739,activityid
42,dwd_jordass_lotterylog_twostage_hi,740,activitytype
42,dwd_jordass_lotterylog_twostage_hi,741,lotterytype
42,dwd_jordass_lotterylog_twostage_hi,742,realcount
42,dwd_jordass_lotterylog_twostage_hi,743,savedticket
42,dwd_jordass_lotterylog_twostage_hi,744,exemptticket
42,dwd_jordass_lotterylog_twostage_hi,745,luckyvalue
42,dwd_jordass_lotterylog_twostage_hi,746,totalsavedmoney
42,dwd_jordass_lotterylog_twostage_hi,747,luckysavedmoney
42,dwd_jordass_lotterylog_twostage_hi,748,device_type
42,dwd_jordass_lotterylog_twostage_hi,749,moneytype
42,dwd_jordass_lotterylog_twostage_hi,750,freecouponid
42,dwd_jordass_lotterylog_twostage_hi,751,exempttype
42,dwd_jordass_lotterylog_twostage_hi,752,exemptcommmoney
42,dwd_jordass_lotterylog_twostage_hi,753,awardsitems
42,dwd_jordass_lotterylog_twostage_hi,754,usedcoupons
42,dwd_jordass_lotterylog_twostage_hi,755,iswish
42,dwd_jordass_lotterylog_twostage_hi,756,isanchor
42,dwd_jordass_lotterylog_twostage_hi,757,ticketcost
42,dwd_jordass_lotterylog_twostage_hi,758,uscorecost
43,dwd_jordass_lotteryrecord_hi,759,tdbank_imp_date
43,dwd_jordass_lotteryrecord_hi,760,dteventtime
43,dwd_jordass_lotteryrecord_hi,761,vgameappid
43,dwd_jordass_lotteryrecord_hi,762,platid
43,dwd_jordass_lotteryrecord_hi,763,izoneareaid
43,dwd_jordass_lotteryrecord_hi,764,vplayerid
43,dwd_jordass_lotteryrecord_hi,765,uid
43,dwd_jordass_lotteryrecord_hi,766,activitytype
43,dwd_jordass_lotteryrecord_hi,767,discountnum
43,dwd_jordass_lotteryrecord_hi,768,allianceforcetermoney
43,dwd_jordass_lotteryrecord_hi,769,allianceforceterround
43,dwd_jordass_lotteryrecord_hi,770,dailyround
43,dwd_jordass_lotteryrecord_hi,771,lotteryround
43,dwd_jordass_lotteryrecord_hi,772,suprisehit
43,dwd_jordass_lotteryrecord_hi,773,costnum
43,dwd_jordass_lotteryrecord_hi,774,awardsitems
43,dwd_jordass_lotteryrecord_hi,775,device_type
43,dwd_jordass_lotteryrecord_hi,776,couponinfo
43,dwd_jordass_lotteryrecord_hi,777,reductionnum
44,dwd_jordass_marketpurchase_hi,778,tdbank_imp_date
44,dwd_jordass_marketpurchase_hi,779,dteventtime
44,dwd_jordass_marketpurchase_hi,780,vgameappid
44,dwd_jordass_marketpurchase_hi,781,platid
44,dwd_jordass_marketpurchase_hi,782,izoneareaid
44,dwd_jordass_marketpurchase_hi,783,vplayerid
44,dwd_jordass_marketpurchase_hi,784,uid
44,dwd_jordass_marketpurchase_hi,785,shopid_1
44,dwd_jordass_marketpurchase_hi,786,shopmoneytype_1
44,dwd_jordass_marketpurchase_hi,787,shopprice_1
44,dwd_jordass_marketpurchase_hi,788,shopcnt_1
44,dwd_jordass_marketpurchase_hi,789,shoptime_1
44,dwd_jordass_marketpurchase_hi,790,itemid_1
44,dwd_jordass_marketpurchase_hi,791,itemextra_1
44,dwd_jordass_marketpurchase_hi,792,shopid_2
44,dwd_jordass_marketpurchase_hi,793,shopmoneytype_2
44,dwd_jordass_marketpurchase_hi,794,shopprice_2
44,dwd_jordass_marketpurchase_hi,795,shopcnt_2
44,dwd_jordass_marketpurchase_hi,796,shoptime_2
44,dwd_jordass_marketpurchase_hi,797,itemid_2
44,dwd_jordass_marketpurchase_hi,798,itemextra_2
44,dwd_jordass_marketpurchase_hi,799,shopid_3
44,dwd_jordass_marketpurchase_hi,800,shopmoneytype_3
44,dwd_jordass_marketpurchase_hi,801,shopprice_3
44,dwd_jordass_marketpurchase_hi,802,shopcnt_3
44,dwd_jordass_marketpurchase_hi,803,shoptime_3
44,dwd_jordass_marketpurchase_hi,804,itemid_3
44,dwd_jordass_marketpurchase_hi,805,itemextra_3
44,dwd_jordass_marketpurchase_hi,806,shopid_4
44,dwd_jordass_marketpurchase_hi,807,shopmoneytype_4
44,dwd_jordass_marketpurchase_hi,808,shopprice_4
44,dwd_jordass_marketpurchase_hi,809,shopcnt_4
44,dwd_jordass_marketpurchase_hi,810,shoptime_4
44,dwd_jordass_marketpurchase_hi,811,itemid_4
44,dwd_jordass_marketpurchase_hi,812,itemextra_4
44,dwd_jordass_marketpurchase_hi,813,shopid_5
44,dwd_jordass_marketpurchase_hi,814,shopmoneytype_5
44,dwd_jordass_marketpurchase_hi,815,shopprice_5
44,dwd_jordass_marketpurchase_hi,816,shopcnt_5
44,dwd_jordass_marketpurchase_hi,817,shoptime_5
44,dwd_jordass_marketpurchase_hi,818,itemid_5
44,dwd_jordass_marketpurchase_hi,819,itemextra_5
44,dwd_jordass_marketpurchase_hi,820,total_ticket
44,dwd_jordass_marketpurchase_hi,821,total_diamond
44,dwd_jordass_marketpurchase_hi,822,total_gold
44,dwd_jordass_marketpurchase_hi,823,present_flag
44,dwd_jordass_marketpurchase_hi,824,billno
44,dwd_jordass_marketpurchase_hi,825,shopid_6
44,dwd_jordass_marketpurchase_hi,826,shopmoneytype_6
44,dwd_jordass_marketpurchase_hi,827,shopprice_6
44,dwd_jordass_marketpurchase_hi,828,shopcnt_6
44,dwd_jordass_marketpurchase_hi,829,shoptime_6
44,dwd_jordass_marketpurchase_hi,830,itemid_6
44,dwd_jordass_marketpurchase_hi,831,itemextra_6
44,dwd_jordass_marketpurchase_hi,832,shopid_7
44,dwd_jordass_marketpurchase_hi,833,shopmoneytype_7
44,dwd_jordass_marketpurchase_hi,834,shopprice_7
44,dwd_jordass_marketpurchase_hi,835,shopcnt_7
44,dwd_jordass_marketpurchase_hi,836,shoptime_7
44,dwd_jordass_marketpurchase_hi,837,itemid_7
44,dwd_jordass_marketpurchase_hi,838,itemextra_7
44,dwd_jordass_marketpurchase_hi,839,total_gun_coin
44,dwd_jordass_marketpurchase_hi,840,total_item_coin
44,dwd_jordass_marketpurchase_hi,841,total_trans_server_coin
44,dwd_jordass_marketpurchase_hi,842,full_sub_resid
44,dwd_jordass_marketpurchase_hi,843,full_sub_value
44,dwd_jordass_marketpurchase_hi,844,total_bw_coin
44,dwd_jordass_marketpurchase_hi,845,shopid_8
44,dwd_jordass_marketpurchase_hi,846,shopmoneytype_8
44,dwd_jordass_marketpurchase_hi,847,shopprice_8
44,dwd_jordass_marketpurchase_hi,848,shopcnt_8
44,dwd_jordass_marketpurchase_hi,849,shoptime_8
44,dwd_jordass_marketpurchase_hi,850,itemid_8
44,dwd_jordass_marketpurchase_hi,851,itemextra_8
44,dwd_jordass_marketpurchase_hi,852,shopid_9
44,dwd_jordass_marketpurchase_hi,853,shopmoneytype_9
44,dwd_jordass_marketpurchase_hi,854,shopprice_9
44,dwd_jordass_marketpurchase_hi,855,shopcnt_9
44,dwd_jordass_marketpurchase_hi,856,shoptime_9
44,dwd_jordass_marketpurchase_hi,857,itemid_9
44,dwd_jordass_marketpurchase_hi,858,itemextra_9
44,dwd_jordass_marketpurchase_hi,859,shopid_10
44,dwd_jordass_marketpurchase_hi,860,shopmoneytype_10
44,dwd_jordass_marketpurchase_hi,861,shopprice_10
44,dwd_jordass_marketpurchase_hi,862,shopcnt_10
44,dwd_jordass_marketpurchase_hi,863,shoptime_10
44,dwd_jordass_marketpurchase_hi,864,itemid_10
44,dwd_jordass_marketpurchase_hi,865,itemextra_10
44,dwd_jordass_marketpurchase_hi,866,shopid_11
44,dwd_jordass_marketpurchase_hi,867,shopmoneytype_11
44,dwd_jordass_marketpurchase_hi,868,shopprice_11
44,dwd_jordass_marketpurchase_hi,869,shopcnt_11
44,dwd_jordass_marketpurchase_hi,870,shoptime_11
44,dwd_jordass_marketpurchase_hi,871,itemid_11
44,dwd_jordass_marketpurchase_hi,872,itemextra_11
44,dwd_jordass_marketpurchase_hi,873,shopid_12
44,dwd_jordass_marketpurchase_hi,874,shopmoneytype_12
44,dwd_jordass_marketpurchase_hi,875,shopprice_12
44,dwd_jordass_marketpurchase_hi,876,shopcnt_12
44,dwd_jordass_marketpurchase_hi,877,shoptime_12
44,dwd_jordass_marketpurchase_hi,878,itemid_12
44,dwd_jordass_marketpurchase_hi,879,itemextra_12
44,dwd_jordass_marketpurchase_hi,880,source
44,dwd_jordass_marketpurchase_hi,881,device_type
45,dwd_jordass_msgchatrecord_hi,882,tdbank_imp_date
45,dwd_jordass_msgchatrecord_hi,883,gamesvrid
45,dwd_jordass_msgchatrecord_hi,884,dteventtime
45,dwd_jordass_msgchatrecord_hi,885,gameappid
45,dwd_jordass_msgchatrecord_hi,886,playerid
45,dwd_jordass_msgchatrecord_hi,887,platid
45,dwd_jordass_msgchatrecord_hi,888,areaid
45,dwd_jordass_msgchatrecord_hi,889,zoneid
45,dwd_jordass_msgchatrecord_hi,890,clientversion
45,dwd_jordass_msgchatrecord_hi,891,rolename
45,dwd_jordass_msgchatrecord_hi,892,roleid
45,dwd_jordass_msgchatrecord_hi,893,rolelevel
45,dwd_jordass_msgchatrecord_hi,894,rolebattlepoint
45,dwd_jordass_msgchatrecord_hi,895,userip
45,dwd_jordass_msgchatrecord_hi,896,groupid
45,dwd_jordass_msgchatrecord_hi,897,picurl
45,dwd_jordass_msgchatrecord_hi,898,usersign
45,dwd_jordass_msgchatrecord_hi,899,receiverplayerid
45,dwd_jordass_msgchatrecord_hi,900,receiverroleid
45,dwd_jordass_msgchatrecord_hi,901,receiverroletype
45,dwd_jordass_msgchatrecord_hi,902,receiverrolelevel
45,dwd_jordass_msgchatrecord_hi,903,chattype
45,dwd_jordass_msgchatrecord_hi,904,chatroomid
45,dwd_jordass_msgchatrecord_hi,905,msgtype
45,dwd_jordass_msgchatrecord_hi,906,chatcontents
45,dwd_jordass_msgchatrecord_hi,907,chatroomname
45,dwd_jordass_msgchatrecord_hi,908,chatroomownerplayerid
45,dwd_jordass_msgchatrecord_hi,909,chatroomsign
45,dwd_jordass_msgchatrecord_hi,910,currentscene
45,dwd_jordass_msgchatrecord_hi,911,battleid
45,dwd_jordass_msgchatrecord_hi,912,submode
45,dwd_jordass_msgchatrecord_hi,913,accompanytype
45,dwd_jordass_msgchatrecord_hi,914,devicetype
46,dwd_jordass_mysteryplaylog_hi,915,tdbank_imp_date
46,dwd_jordass_mysteryplaylog_hi,916,iid
46,dwd_jordass_mysteryplaylog_hi,917,dttime
46,dwd_jordass_mysteryplaylog_hi,918,suser
46,dwd_jordass_mysteryplaylog_hi,919,sphoneid
46,dwd_jordass_mysteryplaylog_hi,920,imodule
46,dwd_jordass_mysteryplaylog_hi,921,ichannel
46,dwd_jordass_mysteryplaylog_hi,922,itype
46,dwd_jordass_mysteryplaylog_hi,923,sappid
46,dwd_jordass_mysteryplaylog_hi,924,iostype
46,dwd_jordass_mysteryplaylog_hi,925,iactid
46,dwd_jordass_mysteryplaylog_hi,926,ijumptype
46,dwd_jordass_mysteryplaylog_hi,927,sjumpurl
46,dwd_jordass_mysteryplaylog_hi,928,ipartition
46,dwd_jordass_mysteryplaylog_hi,929,recommend_id
46,dwd_jordass_mysteryplaylog_hi,930,changjing_id
46,dwd_jordass_mysteryplaylog_hi,931,goods_id
46,dwd_jordass_mysteryplaylog_hi,932,useridt_count
46,dwd_jordass_mysteryplaylog_hi,933,useridt_fee
46,dwd_jordass_mysteryplaylog_hi,934,currency_type
46,dwd_jordass_mysteryplaylog_hi,935,service_type
46,dwd_jordass_mysteryplaylog_hi,936,sroleid
46,dwd_jordass_mysteryplaylog_hi,937,act_style
46,dwd_jordass_mysteryplaylog_hi,938,flow_id
46,dwd_jordass_mysteryplaylog_hi,939,dteventtime
46,dwd_jordass_mysteryplaylog_hi,940,reserve0
46,dwd_jordass_mysteryplaylog_hi,941,reserve1
46,dwd_jordass_mysteryplaylog_hi,942,reserve2
46,dwd_jordass_mysteryplaylog_hi,943,reserve3
46,dwd_jordass_mysteryplaylog_hi,944,reserve4
46,dwd_jordass_mysteryplaylog_hi,945,reserve5
46,dwd_jordass_mysteryplaylog_hi,946,reserve6
46,dwd_jordass_mysteryplaylog_hi,947,reserve7
46,dwd_jordass_mysteryplaylog_hi,948,reserve8
46,dwd_jordass_mysteryplaylog_hi,949,reserve9
46,dwd_jordass_mysteryplaylog_hi,950,taskid
46,dwd_jordass_mysteryplaylog_hi,951,partflag
47,dwd_jordass_payrespond_hi,952,tdbank_imp_date
47,dwd_jordass_payrespond_hi,953,dteventtime
47,dwd_jordass_payrespond_hi,954,vgameappid
47,dwd_jordass_payrespond_hi,955,platid
47,dwd_jordass_payrespond_hi,956,izoneareaid
47,dwd_jordass_payrespond_hi,957,vplayerid
47,dwd_jordass_payrespond_hi,958,uid
47,dwd_jordass_payrespond_hi,959,billno
47,dwd_jordass_payrespond_hi,960,res
47,dwd_jordass_payrespond_hi,961,balance
47,dwd_jordass_payrespond_hi,962,amount
47,dwd_jordass_payrespond_hi,963,source
47,dwd_jordass_payrespond_hi,964,is_online
47,dwd_jordass_payrespond_hi,965,gen_balance
47,dwd_jordass_payrespond_hi,966,used_gen_amt
47,dwd_jordass_payrespond_hi,967,submode
47,dwd_jordass_payrespond_hi,968,devicetype
