table_index,column_index,column_name
57,1339,realplayernumber
57,1340,teamnumber
57,1341,teammemberlist
57,1342,escapecheckup
57,1343,totalchangedpointvalue
57,1344,changedratingvalue
57,1345,ratingvalueallianceforceterchanged
57,1346,changedkillratingvalue
57,1347,killratingvalueallianceforceterchanged
57,1348,changedwinratingvalue
57,1349,winratingvalueallianceforceterchanged
57,1350,playergetexperience
57,1351,currentroundrank
57,1352,killingcount
57,1353,assistcount
57,1354,survivaltime
57,1355,damageamount
57,1356,healtimes
57,1357,healamount
57,1358,movingdistance
57,1359,dyingflow
57,1360,deadflow
57,1361,headshotcounts
57,1362,gunkillingtimes
57,1363,meleekilltimes
57,1364,rangeddamagedamount
57,1365,meleedamageamount
57,1366,obtianeditemflow
57,1367,obtianedairdroptimes
57,1368,vehicledestoryedtimes
57,1369,landingcoordinate
57,1370,killingflow
57,1371,creepingtime
57,1372,swimmingtime
57,1373,divingtime
57,1374,drivingtime
57,1375,ridingtime
57,1376,walkingdistance
57,1377,staytimeinpoisonedarea
57,1378,damageindex
57,1379,luckyindex
57,1380,collectindex
57,1381,survivalindex
57,1382,movingindex
57,1383,creepindex
57,1384,accuracyindex
57,1385,deliveryindex
57,1386,sneakattackindex
57,1387,healindex
57,1388,boxindex
57,1389,assaultindex
57,1390,totalpoint
57,1391,ratinglevel
57,1392,titleidlist
57,1393,itemuseflow
57,1394,medicineuseflow
57,1395,gunhittimes
57,1396,gunshottimes
57,1397,teamrank
57,1398,curecount
57,1399,drivingdistance
57,1400,totalscorerank
57,1401,rating
57,1402,killrating
57,1403,winrating
57,1404,ratingrank
57,1405,killingratingrank
57,1406,winratingrank
57,1407,totalround
57,1408,totalkill
57,1409,totalwin
57,1410,top10times
57,1411,totalheadshotrate
57,1412,averagesurvivaltimeperround
57,1413,healfriendtimes
57,1414,averagemovedistanceperround
57,1415,maxdamageinoneround
57,1416,maxkillinginoneround
57,1417,maxsurvivaltime
57,1418,maxmovingdistance
57,1419,contributionrankrating
57,1420,contributionkillrating
57,1421,contributionwinrating
57,1422,oldsegmentlevel
57,1423,newsegmentlevel
57,1424,teamid
57,1425,landlocation
57,1426,totaldeadtimes
57,1427,sumscore
57,1428,seasonsurvivalindex
57,1429,seasontop1index
57,1430,seasonratingindex
57,1431,seasonassaultindex
57,1432,seasonhealindex
57,1433,seasonmovingindex
57,1434,seasonsumscore
57,1435,seasonratinglevel
57,1436,modesurvivalindex
57,1437,modetop1index
57,1438,moderatingindex
57,1439,modeassaultindex
57,1440,modehealindex
57,1441,modemovingindex
57,1442,modesumscore
57,1443,moderatinglevel
57,1444,flowratinglevel
57,1445,rolename
57,1446,totaldamage
57,1447,totalheal
57,1448,matchtype
57,1449,duocontributionrankrating
57,1450,duocontributionkillrating
57,1451,duocontributionwinrating
57,1452,squadcontributionrankrating
57,1453,squadcontributionkillrating
57,1454,squadcontributionwinrating
57,1455,famousid
57,1456,dsendtime
57,1457,equipmentinfo
57,1458,segmentprotect
57,1459,ismvp
57,1460,pronetime
57,1461,followstate
57,1462,touchdownareaid
57,1463,getpropsnumfromteammates
57,1464,sendpropsnumtoteammates
57,1465,starttorescuetimes
57,1466,avatargamegender
57,1467,avatarhairid
57,1468,avatarheadid
57,1469,avatarfeaturenum
57,1470,avatarfeaturelist_1
57,1471,avatarfeaturelist_2
57,1472,avatarfeaturelist_3
57,1473,avatarfeaturelist_4
57,1474,avatarfeaturelist_5
57,1475,avatarfeaturelist_6
57,1476,avatarfeaturelist_7
57,1477,avatarfeaturelist_8
57,1478,avatarfeaturelist_9
57,1479,avatarfeaturelist_10
57,1480,avatarweaponid
57,1481,avatarweaponskinid
57,1482,killeruid
57,1483,killerweaponid
57,1484,killerdistance
57,1485,lobbyteamid
57,1486,makefiresnum
57,1487,isregress
57,1488,topxtipsresponse
57,1489,signalhealamount
57,1490,drivinghelicoptertime
57,1491,inhelicoptertime
57,1492,noreductratingscore
57,1493,changedtrueratingvalue
57,1494,trueratingvalueallianceforceterchanged
57,1495,teammemberrelalist
57,1496,teammembersexlist
57,1497,friendcount
57,1498,maxhurtweaponid
57,1499,maxdamage
57,1500,allianceforceterlevel
57,1501,isobexit
57,1502,noreductrating
57,1503,extraaddrating
57,1504,protectrating
57,1505,doublescore
57,1506,fateaddscore
57,1507,isnewaistrategy
57,1508,lobbymemberlist
57,1509,ratingtype
57,1510,killername
57,1511,changekd
57,1512,friendteamaddscore
57,1513,xuanwunoreductrating
57,1514,gunmateriallist
57,1515,bountynum
57,1516,evacuatetype
57,1517,triggerrepeatkilllimit
57,1518,doublescoretimes
57,1519,teammembertmrelalist
57,1520,device_type
58,1521,tdbank_imp_date
58,1522,dteventtime
58,1523,vgameappid
58,1524,platid
58,1525,izoneareaid
58,1526,vplayerid
58,1527,uid
58,1528,battleid
58,1529,mode
58,1530,submode
58,1531,startime
58,1532,escapecheckup
58,1533,currentroundrank
58,1534,sumscore
58,1535,titleidlist
58,1536,teamrank
58,1537,teamid
58,1538,flowratinglevel
58,1539,roundtime
58,1540,gold
58,1541,level
58,1542,map
58,1543,playernumber
58,1544,realplayernumber
58,1545,teamnumber
58,1546,teammemberlist
58,1547,killingcount
58,1548,assistcount
58,1549,survivaltime
58,1550,damageamount
58,1551,healtimes
58,1552,healamount
58,1553,movingdistance
58,1554,deadflow
58,1555,headshotcounts
58,1556,vehicledestoryedtimes
58,1557,killingflow
58,1558,walkingdistance
58,1559,collectindex
58,1560,survivalindex
58,1561,damageindex
58,1562,healindex
58,1563,assaultindex
58,1564,gunhittimes
58,1565,gunshottimes
58,1566,curecount
58,1567,landlocation
58,1568,oweruid
58,1569,ismvp
58,1570,pronetime
58,1571,drivingdistance
58,1572,obtianedairdroptimes
58,1573,killeruid
58,1574,giveboxnum
58,1575,deadnum
58,1576,result
58,1577,lobbyteamid
58,1578,topxtipsresponse
58,1579,signalhealamount
58,1580,monsterkilltotalnum
58,1581,zombiekillingflow
58,1582,monsterdamageamount
58,1583,drivinghelicoptertime
58,1584,inhelicoptertime
58,1585,makefiresnum
58,1586,friendcount
58,1587,teammemberrelalist
58,1588,teammembersexlist
58,1589,maxhurtweaponid
58,1590,maxdamage
58,1591,pointsurvivalseconds
58,1592,useweaponlist
58,1593,teammembertmrelalist
58,1594,playid
58,1595,campid
58,1596,score
58,1597,professioncareerinfo
58,1598,device_type
58,1599,deploymaxkills
58,1600,gamenum
58,1601,bigwarrating
58,1602,bigwarchangerating
58,1603,destroyvehicleweaponlist
59,1604,tdbank_imp_date
59,1605,gamesvrid
59,1606,dteventtime
59,1607,vgameappid
59,1608,platid
59,1609,izoneareaid
59,1610,vplayerid
59,1611,uid
59,1612,baseid
59,1613,level
59,1614,effectid
60,1615,tdbank_imp_date
60,1616,gamesvrid
60,1617,dteventtime
60,1618,vgameappid
60,1619,platid
60,1620,izoneareaid
60,1621,vplayerid
60,1622,uid
60,1623,battleid
60,1624,mode
60,1625,submode
60,1626,map
60,1627,startime
60,1628,endtime
60,1629,escapecheckup
60,1630,roundtime
60,1631,gold
60,1632,level
60,1633,playernumber
60,1634,realplayernumber
60,1635,teamid
60,1636,teammemberlist
60,1637,teamrank
60,1638,sumscore
60,1639,ismvp
60,1640,killingcount
60,1641,assistcount
60,1642,gunkillingtimes
60,1643,meleekilltimes
60,1644,headshotcounts
60,1645,damageamount
60,1646,rangeddamagedamount
60,1647,meleedamageamount
60,1648,gunhittimes
60,1649,gunshottimes
60,1650,movingdistance
60,1651,healamount
60,1652,curecount
60,1653,medicineuseflow
60,1654,changedratingvalue
60,1655,ratingvalueallianceforceterchanged
60,1656,result
60,1657,maxcontinuoukills
60,1658,supergodnum
60,1659,killingflow
60,1660,medallist
60,1661,vsteamlevel
60,1662,vsteamlevelchange
60,1663,myteamtotalkill
60,1664,enemyteamtotalkill
60,1665,occupytime
60,1666,occupyscore
60,1667,occupycount
60,1668,occupydamage
60,1669,occupyweaponboxcount
60,1670,occupyweaponboxflow
60,1671,friendcount
60,1672,teammemberrelalist
60,1673,teammembersexlist
60,1674,deadcount
60,1675,addexp
60,1676,totalvsteamexp
60,1677,infectscore
60,1678,infectrank
60,1679,occupyscoremyteam
60,1680,occupyscoreotherteam
60,1681,modescore
60,1682,modechangedrating
60,1683,moderatingallianceforceterchanged
60,1684,modelevel
60,1685,survivetime
60,1686,scoresource
60,1687,oweruid
60,1688,teammembertmrelalist
60,1689,myteamscore
60,1690,enemyteamscore
60,1691,heroinfo
60,1692,herotaglist
60,1693,deathflow
60,1694,herokillinfo
60,1695,herodeathinfo
60,1696,playid
60,1697,playerabtest
60,1698,gameabtest
60,1699,enemytagnum
60,1700,teammatetagnum
60,1701,transformtochickennum
60,1702,device_type
60,1703,roundresultlist
60,1704,loadbombcount
60,1705,defusebombcount
60,1706,tryplacebombnum
60,1707,trydemolishbombnum
60,1708,throwableusenumlist
60,1709,grenadekillnum
60,1710,grenadedamage
60,1711,chooseareaid
60,1712,playerroundrole
60,1713,playergameendrole
60,1714,playerswitchrole
60,1715,playerultimateskillenergy
60,1716,playerultimateskillcount
60,1717,playerultimateskillround
60,1718,playergamestartrole
60,1719,playerlivetime
60,1720,playerroundaddoninfo
60,1721,playerroundrefreshpoint
60,1722,playeraihostcount
60,1723,playeraihostduration
60,1724,changewarmscore
60,1725,allianceforceterwarmscore
61,1726,tdbank_imp_date
61,1727,dteventtime
61,1728,vgameappid
61,1729,platid
61,1730,izoneareaid
61,1731,vplayerid
61,1732,uid
61,1733,battleid
61,1734,roundid
61,1735,isescape
61,1736,infectionscore
61,1737,infectionscoreasinfected
61,1738,infectionscoreashuman
61,1739,infectlevelupbyitemtimes
61,1740,infectlevelupbykilltimes
61,1741,infecttimes
61,1742,killsupermantimes
61,1743,isadvancedinfected
61,1744,revivaltimes
61,1745,beensuperman
61,1746,supermanleveluptimes
61,1747,usesupplytimes
61,1748,damageoninfect
61,1749,killadvancedinfectedtimes
61,1750,killinfectedtimes
61,1751,assisttimes
61,1752,killwithshootingtimes
61,1753,killwithmeleetimes
61,1754,headshottimes
61,1755,wincamp
61,1756,usefortifiertimes
61,1757,changeposxhero
61,1758,changeposyhero
61,1759,changeposzhero
61,1760,changetimehero
61,1761,changetypehero
61,1762,changeposxinfectman
61,1763,changeposyinfectman
61,1764,changeposzinfectman
61,1765,changetimeinfectman
61,1766,changetypeinfectman
61,1767,changeposxsuperinfectman
61,1768,changeposysuperinfectman
61,1769,changeposzsuperinfectman
61,1770,changetimesuperinfectman
61,1771,changetypesuperinfectman
61,1772,totalragehuman
61,1773,totalragesuperman
61,1774,totalrageinfectedman
61,1775,totalrageadvinfectedman
61,1776,totalinfect02passiveskill
61,1777,totalinfect01passiveskill
61,1778,totalinfect01passiveskillcaldamage
61,1779,totalhookskilluse
61,1780,totalhookcapture
61,1781,totalhooktakedamage
61,1782,totalhookbroken
61,1783,totalinvisibleskilluse
61,1784,totalvisibletakedamage
61,1785,totalvisibletime
61,1786,totalinvisibletakedamage
61,1787,totalinvisibletime
61,1788,totalfrozengrenadeskilluse
61,1789,totalfronzengrenadeattackcount
61,1790,totalfrozenplayercount
61,1791,totaldragonbreathskilluse
61,1792,totaldragonbreathattackcount
61,1793,totaldmghuman
61,1794,totaldmgdragonsuperman
61,1795,totaldmgpowersuperman
61,1796,totaldmgspeedinfected
61,1797,totaldmginvisinfected
61,1798,totaldmghookinfected
61,1799,totaldmgpoweradvinfected
61,1800,totaldmgfrozenadvinfected
61,1801,swiftmorphinfo
61,1802,stealthmorphinfo
61,1803,grapplemorphinfo
61,1804,poweradvmorphinfo
61,1805,iceadvmorphinfo
61,1806,heromorphinfo
61,1807,dragonheromorphinfo
61,1808,fakerinfectedchangeinfo
61,1809,forgingironinfectedchangeinfo
61,1810,enchantingbutterflyinfectedchangeinfo
61,1811,ironfistinfectedchangeinfo
61,1812,phoenixsupermanchangeinfo
61,1813,titansupermanchangeinfo
61,1814,humanadditionevolution
61,1815,supermanadditionevolution
61,1816,infectedmanadditionevolution
61,1817,humanadditionevolutionbyitemtimes
61,1818,usehumanfortifiertimes
61,1819,totalfibuildboxcount
61,1820,totalfiboxdestroyedcount
61,1821,totalfakerdisguiseusecount
61,1822,totalfakerdeadinhumanstate
61,1823,totalfakerdeadinmonsterstate
61,1824,totalpowersupermanskilluse
61,1825,totalpowersupermanhitcount
61,1826,totalpowersupermandamage
61,1827,totalphoenixfireringusecount
61,1828,totalphoenixfireringdamage
61,1829,totalphoenixfireringhealth
61,1830,totaltitanjumpsmathusecount
61,1831,totaltitanjumpsmathhitcount
61,1832,totaltitanjumpsmathdamage
61,1833,totalebskilluse
61,1834,totalebhitcount
61,1835,totalebinfectcount
61,1836,totalironfistchargeusecount
61,1837,totalironfistchargedamagereduce
61,1838,totalironfistchargehitcount
61,1839,totalironfistchargedamage
61,1840,totaldmgforgingironinfected
61,1841,totaldmgfakerinfected
61,1842,totaldmgphoenixsuperman
61,1843,totaldmgtitansuperman
61,1844,totaldmgenchantingbutterflyinfected
61,1845,totaldmgironfistinfected
61,1846,roundusedcountforgingironinfected
61,1847,roundusedcountfakerinfected
61,1848,roundusedcountphoenixsuperman
61,1849,roundusedcounttitansuperman
61,1850,roundusedcountenchantingbutterflyinfected
61,1851,roundusedcountironfistinfected
61,1852,roundusedcountspeedinfected
61,1853,roundusedcounthookinfected
61,1854,roundusedcountinvisinfected
61,1855,roundusedcountpoweradvinfected
61,1856,roundusedcountfrozenadvinfected
61,1857,roundusedcountpowersuperman
61,1858,roundusedcountdragonsuperman
61,1859,roundselectcamptype
61,1860,roundrandomcamptype
61,1861,roundendcamptype
61,1862,roundwinstate
62,1863,tdbank_imp_date
62,1864,dteventtime
62,1865,vgameappid
62,1866,platid
62,1867,izoneareaid
62,1868,vplayerid
62,1869,uid
62,1870,shopid
62,1871,count
63,1872,tdbank_imp_date
63,1873,gamesvrid
63,1874,dteventtime
63,1875,vgameappid
63,1876,platid
63,1877,izoneid
63,1878,vplayerid
63,1879,uid
63,1880,teamid
63,1881,choosewerewolf
63,1882,iswerewolf
63,1883,battleid
63,1884,roundid
63,1885,setbombcount
63,1886,killcount
63,1887,deathtime
63,1888,ghosttaskpoint
63,1889,completetaskpoint
63,1890,monitorcount
63,1891,discusstimesallianceforceterdeath
63,1892,discusstimesemergency
63,1893,shuttletimes
63,1894,voteinfo
63,1895,teammemberlist
63,1896,completetask
63,1897,deadflow
63,1898,changebehscore
63,1899,changeskillscore
63,1900,changelevelscore
63,1901,allianceforceterlevelscore
63,1902,specialstatus
63,1903,microactiveness
63,1904,getskillflow
63,1905,useskillflow
63,1906,discussflow
63,1907,taskflow
63,1908,mode
63,1909,submode
63,1910,map
63,1911,level
63,1912,iswin
63,1913,ismvp
63,1914,ratinglevel
63,1915,startime
63,1916,endtime
63,1917,taskpoint
63,1918,totaltaskpoint
63,1919,personid
63,1920,setfogtimes
63,1921,totalgetvotes
63,1922,triggerbox
63,1923,votewerewolftimes
63,1924,emergtasktimes
63,1925,titleidlist
63,1926,owneruid
64,1927,dtstatdate
64,1928,vgameappid
64,1929,platid
64,1930,vplayerid
64,1931,suserid
64,1932,suserid_type
64,1933,iregdate
64,1934,iregway
64,1935,iloginway
64,1936,sourcename
64,1937,itag
64,1938,ilevel
64,1939,ionlinetime
64,1940,iroundtime
64,1941,iroundcnt
64,1942,fps_avg
64,1943,is_reg
64,1944,is_lowfps
64,1945,is_match
64,1946,vtemp1
64,1947,vtemp2
64,1948,vtemp3
64,1949,itemp1
64,1950,itemp2
64,1951,itemp3
65,1952,dtstatdate
65,1953,vgameappid
65,1954,platid
65,1955,vplayerid
65,1956,ilevel
65,1957,ionlinetime
65,1958,ilogincount
65,1959,friendcount
65,1960,clientversion
65,1961,channel
65,1962,uuid
65,1963,deviceid
65,1964,dtlogintime
66,1965,statis_date
66,1966,iuserid
66,1967,ilogintime
66,1968,ionlinetime
66,1969,ilevel
66,1970,iplaytime
66,1971,iloginway
66,1972,ilogincount
67,1973,statis_date
67,1974,iworldid
67,1975,iuserid
67,1976,vspoaid
67,1977,ftrantime
67,1978,ftranplat
67,1979,ftransource
67,1980,ftranrealamt
67,1981,ftranamt
67,1982,vpf
67,1983,ext_str1
67,1984,vusertype
67,1985,extcol1
67,1986,vextcol1
67,1987,offerid
68,1988,statis_date
68,1989,iworldid
68,1990,iuserid
68,1991,ilevel
68,1992,igroup
68,1993,iactivity
68,1994,iregdate
68,1995,iloginway
68,1996,iregway
68,1997,vlastlogindate
69,1998,dtstatdate
69,1999,dteventtime
69,2000,vgameappid
69,2001,platid
69,2002,izoneareaid
69,2003,clientversion
69,2004,vplayerid
69,2005,uid
69,2006,buttontype
69,2007,ireason
69,2008,extarg1
69,2009,extarg2
70,2010,dtstatdate
70,2011,vgameappid
70,2012,platid
70,2013,vplayerid
70,2014,device_type
70,2015,loginchannel
70,2016,ionlinetime
70,2017,dtlogintime
70,2018,ilogincount
70,2019,vtemp1
70,2020,vtemp2
70,2021,vtemp3
70,2022,itemp1
70,2023,itemp2
70,2024,itemp3
70,2025,seasonmaxsegment
71,2026,dtstatdate
71,2027,vgameappid
71,2028,platid
71,2029,vplayerid
71,2030,dregdate
71,2031,itemp1
71,2032,itemp2
71,2033,vtemp1
71,2034,vtemp2
72,2035,dtstatdate
72,2036,vgameappid
72,2037,platid
72,2038,vplayerid
72,2039,cbitmap
72,2040,dregdate
72,2041,ilevel
72,2042,friendcount
73,2043,dtstatdate
73,2044,vgameappid
73,2045,platid
73,2046,vplayerid
73,2047,ilevel
73,2048,ionlinetime
73,2049,ilogincount
73,2050,friendcount
73,2051,dtlogintime
74,2052,dtstatdate
74,2053,vgameappid
74,2054,platid
74,2055,vplayerid
74,2056,imode
74,2057,teamnum
74,2058,icnt
74,2059,itemp1
74,2060,itemp2
74,2061,vtemp1
74,2062,vtemp2
75,2063,dtstatdate
75,2064,vgameappid
75,2065,platid
75,2066,vplayerid
75,2067,mode
75,2068,modename
75,2069,submode
75,2070,submodename
75,2071,map
75,2072,mapname
75,2073,seasonid
75,2074,seasonname
75,2075,roundcnt
75,2076,roundtime
75,2077,survivaltime
75,2078,firstroundtime
75,2079,device_type
76,2080,dtstatdate
76,2081,platid
76,2082,vgameappid
76,2083,vplayerid
76,2084,is_reg
76,2085,reg_channel
76,2086,reg_date
76,2087,reg_days
76,2088,login_bitmap
76,2089,is_actv
76,2090,login_cnt
76,2091,onln_time
76,2092,login_channel
76,2093,login_days_7d
76,2094,login_days_30d
76,2095,last_login_date
76,2096,day_actv_flag
76,2097,week_actv_flag
76,2098,month_actv_flag
76,2099,pay_bitmap
76,2100,is_pay
76,2101,pay_amt
76,2102,deposit_amt
76,2103,pay_cnt
76,2104,first_pay_date
76,2105,is_first_pay
76,2106,pay_amt_td
76,2107,deposit_amt_td
76,2108,max_vip_level
76,2109,max_level
76,2110,friend_cnt
76,2111,max_power
76,2112,is_studio
76,2113,gender
76,2114,province
76,2115,city
76,2116,city_level
76,2117,is_weekend
76,2118,is_month_end
76,2119,reg_year
76,2120,month_actv_change
77,2121,dtstatdate
77,2122,vgameappid
77,2123,platid
77,2124,vplayerid
77,2125,imode
77,2126,cbitmap
77,2127,dregdate
77,2128,ljicnt
77,2129,icnt
77,2130,teamnum
77,2131,itemp1
77,2132,itemp2
77,2133,vtemp1
77,2134,vtemp2
78,2135,dtstatdate
78,2136,vgameappid
78,2137,platid
78,2138,vplayerid
78,2139,uid
78,2140,vrolename
78,2141,dregdate
78,2142,lastactdate
78,2143,cbitmap
78,2144,ilevel
78,2145,friendcount
78,2146,historymaxsegment
78,2147,gender
79,2148,ds
79,2149,playerid
79,2150,actv_label_7d
79,2151,actv_label_30d
79,2152,month_actv_days_label
79,2153,month_actv_time_label
79,2154,week_actv_layer_label
79,2155,actv_period_label_7d
79,2156,only_actv_period_label_7d
79,2157,battle_actv_period_label
79,2158,evening_peak_label
79,2159,actv_type_label_7d
79,2160,oldnew_player_label
79,2161,actv_type_label_14d
79,2162,actv_type_label_30d
79,2163,month_actv_change_label
79,2164,shorte_cycle_label
79,2165,cycle_label
79,2166,long_actv_period_label
79,2167,pay_level_1y
79,2168,pay_rlevel_1m
79,2169,pay_rlevel_td
79,2170,pay_silence_w
79,2171,pay_silence_m
79,2172,pay_rlevel_season
79,2173,mainplay_model_label
79,2174,vsteam_play_label
79,2175,play_exclusive_label
79,2176,social_play_label
79,2177,latest_segment
79,2178,history_max_segment
79,2179,szn_max_segment
79,2180,last_szn_max_segment
79,2181,last_3_szn_max_segment
79,2182,latest_segment_merge
79,2183,history_max_segment_merge
79,2184,szn_max_segment_merge
79,2185,last_szn_max_segment_merge
79,2186,last_3_szn_max_segment_merge
79,2187,szn_segment_grow_type
79,2188,kd_value_dist
79,2189,frustrated_ability
79,2190,mainplay_model_flow
79,2191,play_habit_label
79,2192,home_play_label
79,2193,pagerank_social_level
79,2194,belong_cmty_id
79,2195,belong_cmty_scale
79,2196,belong_cmty_stability
79,2197,platfriend_cnt_label
79,2198,gamefriend_cnt_label
79,2199,platactv_friend_cnt_label
79,2200,gameactv_friend_cnt_label
79,2201,teamup_habit
79,2202,battle_mic_label
79,2203,social_ability
79,2204,no_cmty_probability
79,2205,cmty_influence_level
79,2206,spread_influence_level
79,2207,is_yingdi_user
79,2208,season_main_play1
79,2209,season_main_play2
79,2210,season_main_play3
79,2211,season_main_play4
79,2212,gender
79,2213,province
79,2214,city
79,2215,city_level
79,2216,yingdi_actv_type_30d
79,2217,comm1
79,2218,comm2
79,2219,comm3
79,2220,comm4
79,2221,comm5
79,2222,comm6
79,2223,comm7
79,2224,comm8
79,2225,comm9
79,2226,comm10
79,2227,comm11
79,2228,comm12
79,2229,comm13
79,2230,comm14
79,2231,comm15
80,2232,dtstatdate
80,2233,vgameappid
80,2234,platid
80,2235,vplayerid
80,2236,cbitmap
80,2237,dwaterdate
80,2238,imoney
80,2239,iamount
81,2240,dtstatdate
81,2241,vgameappid
81,2242,platid
81,2243,vplayerid
81,2244,iamount
81,2245,itimes
81,2246,imoney
82,2247,dtstatdate
82,2248,saccounttype
82,2249,suserid
82,2250,suseridtype
82,2251,sgamecode
82,2252,splattype
82,2253,splat
82,2254,sgameparam
82,2255,schannel
82,2256,sip
82,2257,sclientver
82,2258,ilevel
82,2259,iviplevel
82,2260,itimes
82,2261,ionlinetime
83,2262,statis_date
83,2263,game_id
83,2264,iuserid
83,2265,ionlinetime
83,2266,ilevel
83,2267,useridtype
